INT_NO,RUE_1,RUE_2,NO_ARRONDISSEMENT,ARRONDISSEMENT,PERMANENT_OU_TEMPORAIRE,LOC_X,LOC_Y,Longitude,Latitude
383,"Inspecteur","Notre-Dame",8,"Sud-Ouest","Permanent",299951.481,5039689.191,-73.562038,45.497108
384,"La Gauchetière","Mansfield",6,"Ville-Marie","Permanent",299588.692,5039897.01,-73.566682,45.498976
385,"La Gauchetière","Peel",6,"Ville-Marie","Permanent",299437.8935,5039763.5945,-73.56861,45.497774
386,"La Gauchetière","Robert-Bourassa",6,"Ville-Marie","Permanent",299700.882,5040099.783,-73.565249,45.500801
387,"Lucien-L'Allier","Saint-Antoine",6,"Ville-Marie","Permanent",299320.336,5039375.935,-73.57011,45.494285
388,"Mansfield","Saint-Antoine",6,"Ville-Marie","Permanent",299708.945,5039812.56,-73.565142,45.498217
389,"Mansfield","Saint-Jacques",6,"Ville-Marie","Permanent",299802.633,5039748.951,-73.563943,45.497645
390,"McGill","Notre-Dame",6,"Ville-Marie","Permanent",300145.205,5040121.576,-73.559563,45.501001
391,"Saint-Antoine","Square Victoria Est",6,"Ville-Marie","Permanent",299983.72,5040202.5,-73.56163,45.501728
392,"Saint-Jacques","Square Victoria Est",6,"Ville-Marie","Permanent",300083.405,5040151.287,-73.560354,45.501267
393,"McGill","Saint-Maurice",6,"Ville-Marie","Permanent",300239.88,5040075.5,-73.558351,45.500587
394,"McGill","Saint-Paul",6,"Ville-Marie","Permanent",300332.442,5040030.563,-73.557166,45.500183
395,"McGill","Wellington",6,"Ville-Marie","Permanent",300510.126,5039943.969,-73.554892,45.499405
396,"Montagne","Saint-Antoine",6,"Ville-Marie","Permanent",299397.055,5039462.845,-73.569129,45.495068
397,"Montagne","Saint-Jacques",6,"Ville-Marie","Permanent",299540.212,5039363.431,-73.567297,45.494174
398,"Robert-Bourassa - Int. Ouest","Wellington",8,"Sud-Ouest","Permanent",300442.43,5039522.499,-73.555755,45.495612
399,"Notre-Dame","Peel",6,"Ville-Marie","Permanent",299877.174,5039501.301,-73.562987,45.495417
401,"Ottawa","Peel",8,"Sud-Ouest","Permanent",300157.555,5039346.557,-73.559398,45.494027
402,"Peel","Saint-Antoine",6,"Ville-Marie","Permanent",299579.113,5039666.014,-73.566802,45.496897
403,"Peel","Saint-Jacques",6,"Ville-Marie","Permanent",299691.049,5039588.057,-73.565369,45.496197
404,"Peel","Wellington",8,"Sud-Ouest","Permanent",300311.157,5039266.057,-73.557432,45.493303
405,"Peel","William",8,"Sud-Ouest","Temporaire",300004.653,5039428.557,-73.561355,45.494764
406,"Robert-Bourassa","Saint-Antoine",6,"Ville-Marie","Permanent",299840.565,5039968.491,-73.56346,45.499621
407,"Robert-Bourassa","Saint-Jacques",6,"Ville-Marie","Permanent",299907.419,5039905.827,-73.562604,45.499058
408,"Gouin","9165 Ouest",1,"Ahuntsic - Cartierville","Permanent",285550.72,5041728,-73.746378,45.515206
409,"Robert-Bourassa","Viger",6,"Ville-Marie","Permanent",299763.4435,5040047.4085,-73.564447,45.500331
410,"Beaver Hall","René-Lévesque",6,"Ville-Marie","Permanent",299611.2175,5040350.1735,-73.566399,45.503054
411,"Bleury","René-Lévesque",6,"Ville-Marie","Permanent",299744.4115,5040592.295,-73.564697,45.505233
412,"Cathédrale","Metcalfe / René-Lévesque",6,"Ville-Marie","Permanent",299352.901,5039943.777,-73.5697,45.499395
413,"Crescent","Lucien-L'Allier/René-Lévesque",6,"Ville-Marie","Permanent",299087.297,5039546.4225,-73.573094,45.495817
414,"Drummond","René-Lévesque",6,"Ville-Marie","Permanent",299202.2895,5039717.1025,-73.571624,45.497354
415,"Fort du","René-Lévesque",6,"Ville-Marie","Permanent",298654.3905,5038922.059,-73.578625,45.490195
416,"Guy","René-Lévesque",6,"Ville-Marie","Temporaire",298935.6075,5039323.894,-73.575032,45.493814
417,"Jeanne-Mance","René-Lévesque",6,"Ville-Marie","Permanent",299803.1245,5040695.922,-73.563946,45.506166
418,"Mackay","René-Lévesque",6,"Ville-Marie","Permanent",298990.663,5039403.0525,-73.574328,45.494526
419,"Mansfield","René-Lévesque",6,"Ville-Marie","Permanent",299405.5385,5040022.573,-73.569027,45.500104
420,"Montagne","René-Lévesque",6,"Ville-Marie","Permanent",299146.8375,5039632.896,-73.572333,45.496596
421,"Peel","René-Lévesque",6,"Ville-Marie","Permanent",299303.861,5039870.678,-73.570326,45.498737
422,"René-Lévesque","Saint-Alexandre",6,"Ville-Marie","Permanent",299683.9765,5040485.317,-73.565469,45.50427
423,"René-Lévesque","Saint-Marc",6,"Ville-Marie","Permanent",298738.772,5039029.5935,-73.577547,45.491164
424,"René-Lévesque","Saint-Mathieu",6,"Ville-Marie","Permanent",298818.466,5039150.451,-73.576528,45.492252
425,"René-Lévesque","Stanley",6,"Ville-Marie","Permanent",299254.526,5039794.7675,-73.570957,45.498053
426,"René-Lévesque","Sussex/Lambert-Closse",6,"Ville-Marie","Permanent",298487.988,5038795.9185,-73.580752,45.489059
427,"René-Lévesque","Union",6,"Ville-Marie","Permanent",299581.6605,5040290.7285,-73.566776,45.502519
428,"René-Lévesque","Robert-Bourassa",6,"Ville-Marie","Permanent",299537.0915,5040221.1145,-73.567346,45.501892
429,"Atateken","René-Lévesque",6,"Ville-Marie","Permanent",300516.7685,5041837.008,-73.554824,45.516439
430,"Atateken","Saint-Antoine",6,"Ville-Marie","Permanent",300761.214,5041677.081,-73.551693,45.515001
431,"Atateken","Viger",6,"Ville-Marie","Permanent",300707.313,5041713.581,-73.552384,45.51533
432,"Berri","René-Lévesque",6,"Ville-Marie","Permanent",300315.218,5041520.808,-73.5574,45.513593
433,"Berri","Saint-Antoine",6,"Ville-Marie","Permanent",300598.619,5041359.077,-73.553772,45.512139
434,"Berri","Viger",6,"Ville-Marie","Permanent",300502.893,5041400.322,-73.554997,45.51251
435,"Bleury","La Gauchetière",6,"Ville-Marie","Permanent",299900.125,5040485.907,-73.562703,45.504277
436,"Jean-Paul-Riopel pl.","Saint-Antoine / Saint-Pierre",6,"Ville-Marie","Permanent",300079.22,5040365.5,-73.56041,45.503195
437,"Bleury / Jean-Paul-Riopel","Viger",6,"Ville-Marie","Permanent",299973.882,5040435.743,-73.561759,45.503826
438,"Bonsecours","Notre-Dame",6,"Ville-Marie","Permanent",300696.779,5041135.859,-73.552514,45.510131
439,"Hôtel-de-Ville","René-Lévesque",6,"Ville-Marie","Permanent",300110.895,5041202.3765,-73.560013,45.510726
440,"Panet","René-Lévesque",6,"Ville-Marie","Permanent",300716.008,5042092.949,-73.552276,45.518743
441,"René-Lévesque","Saint-Denis",6,"Ville-Marie","Permanent",300251.8355,5041421.5735,-73.558211,45.512699
442,"René-Lévesque","Saint-Hubert",6,"Ville-Marie","Permanent",300374.692,5041612.4115,-73.55664,45.514417
443,"René-Lévesque","Saint-Laurent",6,"Ville-Marie","Permanent",299988.1395,5040991.819,-73.561582,45.50883
444,"René-Lévesque","Saint-Urbain",6,"Ville-Marie","Permanent",299911.3055,5040867.025,-73.562564,45.507707
445,"René-Lévesque","Sanguinet",6,"Ville-Marie","Permanent",300183.956,5041315.5,-73.559079,45.511744
446,"René-Lévesque","Visitation",6,"Ville-Marie","Permanent",300668.9395,5042019.4375,-73.552877,45.518082
447,"Jeanne-Mance","Viger",6,"Ville-Marie","Permanent",300024.532,5040548.567,-73.561111,45.504842
448,"La Gauchetière","Saint-Denis",6,"Ville-Marie","Permanent",300348.088,5041359.186,-73.556978,45.512138
449,"La Gauchetière","Saint-Hubert",6,"Ville-Marie","Permanent",300473.216,5041547.579,-73.555379,45.513834
450,"La Gauchetière","Saint-Laurent",6,"Ville-Marie","Permanent",300114.626,5040911.071,-73.559962,45.508105
451,"La Gauchetière","Sanguinet",6,"Ville-Marie","Permanent",300286.521,5041248.497,-73.557765,45.511142
452,"Jacques-Cartier (pl)","Notre-Dame",6,"Ville-Marie","Permanent",300579.2975,5040926.4125,-73.554015,45.508246
453,"Notre-Dame","Saint-François-Xavier",6,"Ville-Marie","Permanent",300312.637,5040442.993,-73.557424,45.503894
454,"Notre-Dame","Saint-Laurent",6,"Ville-Marie","Permanent",300453.63,5040699.07,-73.555622,45.506199
455,"Notre-Dame","Saint-Pierre",6,"Ville-Marie","Permanent",300222.038,5040268.565,-73.558581,45.502324
456,"Bonsecours","Saint-Antoine/Saint-Denis",6,"Ville-Marie","Permanent",300547.621,5041231.076,-73.554423,45.510987
457,"Saint-Antoine","Saint-Hubert",6,"Ville-Marie","Permanent",300636.344,5041455.116,-73.55329,45.513003
458,"13 e Avenue","Beaubien",3,"Rosemont - Petite-Patrie","Permanent",298154.642,5046277.21,-73.585118,45.556375
459,"Saint-Denis","Viger",6,"Ville-Marie","Permanent",300440.759,5041300.129,-73.555792,45.511608
460,"Saint-Antoine","Saint-Laurent",6,"Ville-Marie","Permanent",300325.784,5040773.934,-73.557258,45.506872
461,"Place d'Armes / Saint-Urbain","Saint-Antoine",6,"Ville-Marie","Permanent",300246.66,5040644.5,-73.55827,45.505707
462,"Saint-François-Xavier","Saint-Jacques",6,"Ville-Marie","Permanent",300251.965,5040480.227,-73.5582,45.504229
463,"Saint-Hubert","Viger",6,"Ville-Marie","Permanent",300560.117,5041490.578,-73.554266,45.513322
464,"Saint-Jacques","Saint-Laurent",6,"Ville-Marie","Permanent",300395.48,5040731.29,-73.556366,45.506489
465,"Saint-Jacques","Saint-Pierre",6,"Ville-Marie","Permanent",300164.537,5040309.065,-73.559318,45.502688
466,"Saint-Laurent","Viger",6,"Ville-Marie","Permanent",300213.207,5040846.064,-73.5587,45.50752
467,"Saint-Urbain","Viger",6,"Ville-Marie","Permanent",300127.83,5040723.069,-73.559791,45.506413
468,"Sanguinet","Viger",6,"Ville-Marie","Permanent",300375.327,5041192.523,-73.556628,45.510639
469,"Hochelaga","Lacordaire",4,"Mercier - Hochelaga - Maisonneuve","Permanent",301890.506,5047911.607,-73.537276,45.571108
470,"Jarry","Joseph-Guibord",2,"Villeray - Saint-Michel - Parc-Extension","Temporaire",296374.659,5047304.06,-73.607935,45.565596
471,"Atateken","Maisonneuve",6,"Ville-Marie","Permanent",300226.341,5042024.902,-73.558543,45.518128
472,"Atateken","Ontario",6,"Ville-Marie","Permanent",299881.905,5042251.084,-73.562954,45.520161
473,"Atateken","Robin",6,"Ville-Marie","Permanent",300052.406,5042137.583,-73.56077,45.519141
474,"Atateken","Sainte-Catherine",6,"Ville-Marie","Permanent",300341.247,5041950.29,-73.557071,45.517457
475,"Atateken","Sherbrooke",6,"Ville-Marie","Permanent",299678.304,5042385.085,-73.565561,45.521365
476,"Beaudry","Ontario",6,"Ville-Marie","Permanent",299946.604,5042404.086,-73.562127,45.521538
477,"Berri","Cherrier",5,"Plateau Mont-Royal","Permanent",299390.15,5042131.2875,-73.569247,45.519079
478,"Berri","Maisonneuve",6,"Ville-Marie","Permanent",300026.312,5041712.579,-73.5611,45.515316
479,"Berri","Ontario",6,"Ville-Marie","Temporaire",299738.209,5041903.58,-73.56479,45.517033
480,"Berri","Roy",5,"Plateau Mont-Royal","Permanent",299202.152,5042259.088,-73.571655,45.520228
481,"Berri","Sainte-Catherine",6,"Ville-Marie","Permanent",300138.014,5041637.578,-73.55967,45.514642
482,"Berri","Sherbrooke",5,"Plateau Mont-Royal","Permanent",299567.6925,5042011.2475,-73.566973,45.518001
483,"Cherrier / Montcalm","Sherbrooke",5,"Plateau Mont-Royal","Permanent",299662.25,5042518.52,-73.565768,45.522566
484,"Cherrier","Parc-La Fontaine",5,"Plateau Mont-Royal","Permanent",299596.741,5042446.506,-73.566606,45.521917
485,"Cherrier","Saint-Denis",5,"Plateau Mont-Royal","Permanent",299314.0035,5042031.738,-73.570221,45.518183
486,"Cherrier","Saint-Hubert",5,"Plateau Mont-Royal","Permanent",299448.206,5042217.082,-73.568505,45.519852
487,"Hôtel-de-Ville","Ontario",6,"Ville-Marie","Permanent",299638.115,5041506.075,-73.566067,45.513455
488,"Hôtel-de-Ville","Sainte-Catherine",6,"Ville-Marie","Permanent",299939.919,5041312.574,-73.562202,45.511716
489,"Hôtel-de-Ville","Sherbrooke",6,"Ville-Marie","Permanent",299447.213,5041629.576,-73.568511,45.514565
490,"Hôtel-de-Ville","Pins",5,"Plateau Mont-Royal","Permanent",299054.01,5041887.078,-73.573547,45.516879
491,"Maisonneuve","250 Est",6,"Ville-Marie","Permanent",299824.03,5041388.5,-73.563686,45.512399
492,"Maisonneuve","Saint-André",6,"Ville-Marie","Permanent",300149.764,5041903.012,-73.559522,45.517031
493,"Maisonneuve","Saint-Denis",6,"Ville-Marie","Permanent",299962.84,5041609.764,-73.561911,45.514391
494,"Maisonneuve","Saint-Hubert",6,"Ville-Marie","Permanent",300085.121,5041800.027,-73.560348,45.516104
495,"Maisonneuve","Sanguinet",6,"Ville-Marie","Temporaire",299896.898,5041504.213,-73.562754,45.51344
496,"Ontario","Saint-André",6,"Ville-Marie","Permanent",299824.707,5042111.082,-73.563684,45.518901
497,"Ontario","Saint-Denis",6,"Ville-Marie","Permanent",299702.811,5041778.579,-73.565241,45.515908
498,"Ontario","Saint-Hubert",6,"Ville-Marie","Permanent",299777.308,5041999.581,-73.56429,45.517897
499,"Ontario","Sanguinet",6,"Ville-Marie","Permanent",299673.013,5041649.577,-73.565621,45.514747
500,"Pins","Saint-Denis",5,"Plateau Mont-Royal","Permanent",299192.62,5042110.463,-73.571775,45.51889
501,"Rigaud","Saint-Denis",5,"Plateau Mont-Royal","Permanent",299433.2,5041952.5,-73.568694,45.517471
502,"Roy","Saint-Denis",5,"Plateau Mont-Royal","Permanent",299128.607,5042150.08,-73.572595,45.519246
503,"Roy","Saint-Hubert",5,"Plateau Mont-Royal","Permanent",299255.205,5042343.083,-73.570977,45.520984
504,"Saint-André","Sainte-Catherine",6,"Ville-Marie","Permanent",300260.71,5041828.581,-73.558101,45.516362
505,"Saint-André","Sherbrooke",5,"Plateau Mont-Royal","Permanent",299634.255,5042224.333,-73.566123,45.519918
506,"Saint-Denis","Sainte-Catherine",6,"Ville-Marie","Permanent",300076.032,5041536.044,-73.560462,45.513728
507,"Sainte-Catherine","Saint-Hubert",6,"Ville-Marie","Permanent",300195.812,5041728.08,-73.558931,45.515457
508,"Sainte-Catherine","Sanguinet",6,"Ville-Marie","Temporaire",300010.359,5041428.401,-73.561301,45.512759
509,"Sainte-Catherine","Visitation",6,"Ville-Marie","Permanent",300466.907,5042151.085,-73.555465,45.519265
510,"Saint-Denis","Sherbrooke",6,"Ville-Marie","Temporaire",299529.409,5041890.079,-73.567462,45.51691
511,"Saint-Hubert","Sherbrooke",5,"Plateau Mont-Royal","Permanent",299600.106,5042117.332,-73.566559,45.518955
512,"Sanguinet","Sherbrooke",6,"Ville-Marie","Permanent",299491.211,5041769.078,-73.56795,45.515821
513,"Jean-Talon","3835 Ouest",7,"Côte-des-Neiges - Notre-Dame-de-Grâce","Permanent",293611.94,5040488,-73.643172,45.504224
514,"Beaubien","Parc",3,"Rosemont - Petite-Patrie","Permanent",295987.102,5043005.242,-73.612822,45.526909
515,"Beaumont","Parc",2,"Villeray - Saint-Michel - Parc-Extension","Permanent",295590.3,5043258.5,-73.617907,45.529183
517,"Bernard","Parc",5,"Plateau Mont-Royal","Permanent",296557.528,5042643.534,-73.605514,45.523661
518,"Bernard","Saint-Laurent",5,"Plateau Mont-Royal","Permanent",296812.859,5043053.828,-73.602252,45.527356
519,"Bernard","Saint-Urbain",5,"Plateau Mont-Royal","Permanent",296733.402,5042920.602,-73.603267,45.526156
520,"Bullion","Saint-Joseph",5,"Plateau Mont-Royal","Permanent",297771.608,5042670.121,-73.589972,45.523914
522,"Coloniale","Pins",5,"Plateau Mont-Royal","Permanent",298994.311,5041785.076,-73.57431,45.515961
523,"Côte-Sainte-Catherine","Mont-Royal",6,"Ville-Marie","Permanent",297747.895,5041766.189,-73.590263,45.515779
524,"Côte-Sainte-Catherine","Parc",6,"Ville-Marie","Permanent",297901.929,5041813.44,-73.588292,45.516206
525,"Duluth","Saint-Laurent",5,"Plateau Mont-Royal","Permanent",298597.71,5041897.076,-73.579388,45.516965
526,"Duluth","Saint-Urbain",5,"Plateau Mont-Royal","Permanent",298511.912,5041763.575,-73.580484,45.515763
527,"Fairmount","Parc",5,"Plateau Mont-Royal","Permanent",297176.037,5042282.4115,-73.59759,45.520418
528,"Fairmount","Saint-Laurent",5,"Plateau Mont-Royal","Permanent",297410.909,5042666.578,-73.59459,45.523878
529,"Fairmount","Saint-Urbain",5,"Plateau Mont-Royal","Permanent",297331.948,5042533.351,-73.595599,45.522678
530,"Gaspé","Laurier",5,"Plateau Mont-Royal","Permanent",297673.907,5042772.08,-73.591225,45.52483
531,"Hôtel-de-Ville","Rachel",5,"Plateau Mont-Royal","Permanent",298550.785,5042214.901,-73.579992,45.519825
532,"Jeanne-Mance","Saint-Joseph",5,"Plateau Mont-Royal","Permanent",297476.555,5042205.264,-73.593743,45.519728
533,"Laurier","Parc",5,"Plateau Mont-Royal","Permanent",297315.214,5042193.574,-73.595808,45.519621
534,"Laurier","Saint-Laurent",5,"Plateau Mont-Royal","Permanent",297552.809,5042574.078,-73.592772,45.523047
535,"Laurier","Saint-Urbain",5,"Plateau Mont-Royal","Permanent",297466.944,5042443.102,-73.593869,45.521868
536,"Marie-Anne","Saint-Laurent",5,"Plateau Mont-Royal","Permanent",298233.909,5042129.577,-73.584047,45.519054
537,"Marie-Anne","Saint-Urbain",5,"Plateau Mont-Royal","Permanent",298147.07,5041998.818,-73.585157,45.517877
538,"Mont-Royal","Parc",5,"Plateau Mont-Royal","Permanent",297821.714,5041875.574,-73.58932,45.516764
539,"Mont-Royal","Saint-Laurent",5,"Plateau Mont-Royal","Permanent",298051.758,5042246.261,-73.58638,45.520102
540,"Mont-Royal","Saint-Urbain",5,"Plateau Mont-Royal","Permanent",297967.411,5042113.076,-73.587458,45.518903
541,"Sherbrooke","Parc Pointe-aux-Prairies",9,"Rivières-des-Prairies - Pointe-aux-Trembles","Permanent",304761.84,5060287.5,-73.50049,45.682475
542,"Parc","Saint-Joseph",5,"Plateau Mont-Royal","Permanent",297426.0545,5042123.734,-73.594388,45.518993
543,"Parc","Saint-Viateur",5,"Plateau Mont-Royal","Permanent",296815.115,5042481.574,-73.602214,45.522207
544,"Parc","Van Horne",5,"Plateau Mont-Royal","Permanent",296190.97,5042876.5,-73.61021,45.525753
545,"Parc","Villeneuve",5,"Plateau Mont-Royal","Permanent",297579.914,5042027.574,-73.592417,45.51813
546,"Pins","Saint-Laurent",5,"Plateau Mont-Royal","Permanent",298931.613,5041683.075,-73.575111,45.515042
547,"Pins","Saint-Urbain",5,"Plateau Mont-Royal","Permanent",298850.716,5041546.073,-73.576145,45.513809
548,"Prince-Arthur","Saint-Laurent",5,"Plateau Mont-Royal","Permanent",299130.165,5041554.824,-73.572568,45.51389
549,"Prince-Arthur","Saint-Urbain",5,"Plateau Mont-Royal","Permanent",299047.518,5041419.073,-73.573624,45.512668
550,"Rachel","Saint-Laurent",5,"Plateau Mont-Royal","Permanent",298416.909,5042014.077,-73.581703,45.518016
551,"Rachel","Saint-Urbain",5,"Plateau Mont-Royal","Permanent",298330.749,5041882.262,-73.582804,45.516829
552,"Saint-Cuthbert","Saint-Urbain",5,"Plateau Mont-Royal","Permanent",298683.224,5041651.95,-73.57829,45.51476
553,"Saint-Joseph","Saint-Laurent",5,"Plateau Mont-Royal","Permanent",297663.252,5042499.29,-73.591357,45.522375
554,"Saint-Joseph","Saint-Urbain",5,"Plateau Mont-Royal","Permanent",297580.267,5042366.3915,-73.592417,45.521178
555,"Saint-Laurent","Saint-Viateur",5,"Plateau Mont-Royal","Permanent",297074.382,5042882.038,-73.598901,45.525813
556,"Saint-Laurent","Villeneuve",5,"Plateau Mont-Royal","Permanent",297820.809,5042397.078,-73.589339,45.521457
557,"Saint-Urbain","3650",5,"Plateau Mont-Royal","Permanent",298947.94,5041483,-73.5749,45.513242
558,"Saint-Urbain","Saint-Viateur",5,"Plateau Mont-Royal","Permanent",296990.011,5042750.576,-73.599979,45.524629
559,"Saint-Urbain","Villeneuve",5,"Plateau Mont-Royal","Permanent",297733.711,5042264.576,-73.590452,45.520264
560,"Van Horne","Waverly",5,"Plateau Mont-Royal","Permanent",296365.617,5043064.957,-73.607978,45.527451
561,"Berri","Saint-Joseph",5,"Plateau Mont-Royal","Permanent",298015.6545,5043056.9265,-73.586854,45.527397
562,"Bienville","Saint-Denis",5,"Plateau Mont-Royal","Permanent",298181.404,5042765.582,-73.584728,45.524777
563,"Boucher","Saint-Denis",5,"Plateau Mont-Royal","Permanent",297634.176,5043122.829,-73.591738,45.527986
565,"Brébeuf","Laurier",5,"Plateau Mont-Royal","Permanent",298179.823,5043613.674,-73.58476,45.532408
566,"Brébeuf","Saint-Joseph",5,"Plateau Mont-Royal","Permanent",298321.6305,5043519.1925,-73.582943,45.531559
567,"Carmel","Saint-Denis",5,"Plateau Mont-Royal","Permanent",297466.602,5043228.649,-73.593885,45.528936
568,"Christophe-Colomb","Gilford",5,"Plateau Mont-Royal","Permanent",298342.798,5043299.588,-73.582669,45.529583
570,"Christophe-Colomb","Mont-Royal",5,"Plateau Mont-Royal","Permanent",298613.199,5043124.087,-73.579205,45.528006
571,"Christophe-Colomb","Parc-La Fontaine / Rachel",5,"Plateau Mont-Royal","Permanent",298992.632,5042863.147,-73.574344,45.525662
572,"Christophe-Colomb","Saint-Joseph",5,"Plateau Mont-Royal","Permanent",298225.9065,5043374.07,-73.584166,45.530252
573,"Duluth","Parc-La Fontaine",5,"Plateau Mont-Royal","Permanent",299146.833,5042741.5885,-73.572369,45.524569
574,"Duluth","Saint-Denis",5,"Plateau Mont-Royal","Permanent",298872.761,5042316.412,-73.575872,45.520741
576,"Fabre","Saint-Joseph",5,"Plateau Mont-Royal","Permanent",298486.4845,5043768.6405,-73.580835,45.533805
577,"Garnier","Saint-Joseph",5,"Plateau Mont-Royal","Permanent",298438.3395,5043695.511,-73.581451,45.533147
579,"Gilford","La Roche",5,"Plateau Mont-Royal","Permanent",298397.697,5043380.588,-73.581967,45.530313
580,"Villeneuve","Saint-Denis",5,"Plateau Mont-Royal","Permanent",298085.97,5042828.5,-73.58595,45.525342
582,"Lanaudière","Marie-Anne",5,"Plateau Mont-Royal","Permanent",298960.897,5043256.09,-73.574755,45.529197
583,"Lanaudière","Mont-Royal",5,"Plateau Mont-Royal","Permanent",298779.441,5043375.154,-73.57708,45.530267
584,"Calixa-Lavallée","Lanaudière/Rachel",5,"Plateau Mont-Royal","Permanent",299176.162,5043113.62,-73.571997,45.527917
585,"Lanaudière","Saint-Joseph",5,"Plateau Mont-Royal","Permanent",298395.6575,5043630.429,-73.581996,45.532561
586,"La Roche","Laurier",5,"Plateau Mont-Royal","Permanent",298140.797,5043552.089,-73.585258,45.531853
587,"La Roche","Marie-Anne",5,"Plateau Mont-Royal","Permanent",298847.846,5043085.804,-73.5762,45.527664
588,"La Roche","Mont-Royal",5,"Plateau Mont-Royal","Permanent",298666.298,5043203.588,-73.578526,45.528722
589,"La Roche","Rachel",5,"Plateau Mont-Royal","Permanent",299061.305,5042945.256,-73.573466,45.526401
808,"5 e Avenue","Masson",3,"Rosemont - Petite-Patrie","Permanent",298924.086,5045293.601,-73.575251,45.547531
809,"5 e Avenue","Rosemont",3,"Rosemont - Petite-Patrie","Permanent",298297.784,5045557.096,-73.583275,45.549897
810,"5 e Avenue","Saint-Joseph",3,"Rosemont - Petite-Patrie","Permanent",299305.389,5045130.1155,-73.570366,45.546063
811,"8 e Avenue","Masson",3,"Rosemont - Petite-Patrie","Permanent",299004.631,5045478.274,-73.574221,45.549194
812,"Atwater","Greene / Sainte-Émilie",8,"Sud-Ouest","Permanent",298713.94,5037749,-73.577848,45.47964
813,"9 e Avenue","Henri-Valade/Saint-Joseph",3,"Rosemont - Petite-Patrie","Permanent",299406.658,5045379.36,-73.569072,45.548307
814,"Henri-Bourassa","10 905 (Institut Pinel)",9,"Rivières-des-Prairies - Pointe-aux-Trembles","Permanent",302282.22,5057154,-73.532306,45.654275
815,"Georges-Vanier","Notre-Dame",8,"Sud-Ouest","Permanent",299189.866,5038345.979,-73.571767,45.485016
816,"Chabot","Crémazie Ouest",2,"Villeray - Saint-Michel - Parc-Extension","Temporaire",295461.67,5046199.43,-73.61961,45.555644
817,"13 e Avenue","Jean-Talon",3,"Rosemont - Petite-Patrie","Permanent",297223.682,5046711.532,-73.597049,45.560274
818,"15 e Avenue","Jean-Talon",2,"Villeray - Saint-Michel - Parc-Extension","Permanent",297333.604,5046885.648,-73.595644,45.561842
819,"15 e Avenue","Rosemont",3,"Rosemont - Petite-Patrie","Permanent",298705.62,5046225.1745,-73.57806,45.555912
820,"16 e Avenue","Beaubien",3,"Rosemont - Petite-Patrie","Permanent",298294.113,5046502.602,-73.583335,45.558405
822,"16 e Avenue","Masson",3,"Rosemont - Petite-Patrie","Permanent",299243.436,5046080.129,-73.57117,45.554611
823,"1 e Avenue","Beaubien",3,"Rosemont - Petite-Patrie","Permanent",297743.585,5045608.089,-73.590374,45.55035
824,"16 e Avenue","Saint-Zotique",3,"Rosemont - Petite-Patrie","Permanent",297996.586,5046633.542,-73.587148,45.55958
825,"13 e Avenue","Bélanger",3,"Rosemont - Petite-Patrie","Permanent",297556.972,5046535.077,-73.592777,45.55869
826,"20 e Avenue","Bellechasse",3,"Rosemont - Petite-Patrie","Permanent",298774.066,5046679.726,-73.577189,45.560003
827,"26 e Avenue","Beaubien",3,"Rosemont - Petite-Patrie","Permanent",298735.76,5047226.802,-73.577687,45.564925
828,"26 e Avenue","Saint-Zotique",3,"Rosemont - Petite-Patrie","Permanent",298440.866,5047357.374,-73.581466,45.566098
829,"28 e Avenue","Rosemont",3,"Rosemont - Petite-Patrie","Permanent",299277.748,5047146.4875,-73.570742,45.564207
830,"31 e Avenue","Beaubien",3,"Rosemont - Petite-Patrie","Permanent",298929.849,5047540.183,-73.575204,45.567747
831,"31 e Avenue","Saint-Zotique",3,"Rosemont - Petite-Patrie","Permanent",298633.832,5047671.004,-73.578998,45.568921
832,"41 e Avenue","Beaubien",3,"Rosemont - Petite-Patrie","Permanent",299328.074,5048188.579,-73.570109,45.573584
833,"42 e Avenue","Rosemont",3,"Rosemont - Petite-Patrie","Permanent",299842.1245,5048046.1255,-73.563522,45.572307
834,"30 e Avenue","Bélanger",3,"Rosemont - Petite-Patrie","Temporaire",298295.163,5047739.571,-73.583338,45.569535
835,"Assomption","Beaubien",3,"Rosemont - Petite-Patrie","Permanent",299508.476,5048483.079,-73.567801,45.576236
836,"Assomption","Bélanger",3,"Rosemont - Petite-Patrie","Permanent",298923.166,5048769.849,-73.575304,45.578812
837,"Assomption","Bellechasse",3,"Rosemont - Petite-Patrie","Permanent",299794.445,5048343.654,-73.564136,45.574983
838,"Assomption","Rosemont",3,"Rosemont - Petite-Patrie","Permanent",299910.476,5048285.7725,-73.562648,45.574463
839,"Assomption","Saint-Zotique",3,"Rosemont - Petite-Patrie","Permanent",299216.963,5048626.255,-73.571538,45.577522
840,"Beaubien","Beaubien (pl)",4,"Mercier - Hochelaga - Maisonneuve","Permanent",299830.589,5049234.822,-73.563682,45.583003
841,"Beaubien","Lacordaire",3,"Rosemont - Petite-Patrie","Permanent",299707.916,5048941.705,-73.565251,45.580364
842,"Beaubien","Pie-IX",3,"Rosemont - Petite-Patrie","Permanent",298578.8465,5046967.1945,-73.579693,45.562588
843,"Beaubien","Saint-Michel",3,"Rosemont - Petite-Patrie","Temporaire",298063.747,5046131.839,-73.58628,45.555066
844,"Beaubien","Viau",3,"Rosemont - Petite-Patrie","Permanent",299159.033,5047916.988,-73.572272,45.571139
